FID,Id,Shape_Leng,Shape_Area,SUM_Length
130,0,1336929.174,99380085215,0
131,0,1490816.708,61256481488,113.7536473
132,0,1774975.242,1.96906E+11,0
133,0,1609179.583,1.59994E+11,0
134,0,1389981.67,1.11192E+11,0
135,0,1226031.587,74689959517,0
136,0,1423420.534,42922879750,906.5504641
137,0,4908859.657,1.20818E+11,3674.498941
138,0,1766642.25,1.95051E+11,0
139,0,1609179.583,1.59994E+11,0
140,0,1338788.847,19360970295,937.4088898
141,0,1741484.487,1.8945E+11,0
142,0,1772854.531,1.96434E+11,0
143,0,2287122.019,1.89306E+11,544.8126874
144,0,1181397.321,61499941397,13.19206402
145,0,4741555.651,56362081429,2372.238126
146,0,2970331.369,1.33811E+11,1453.257448
147,0,1389981.67,1.11192E+11,0
148,0,1627285.913,36208320313,889.1518985
149,0,1673918.497,1.74407E+11,0
150,0,3166432.268,17201026792,1028.584636
151,0,1643591.454,1.67655E+11,0
152,0,1774975.243,1.96906E+11,0
153,0,1318320.532,60937808399,109.7508964
154,0,1093341.161,2318169837,246.1720189
155,0,1765000.978,1.92694E+11,8.943294222
156,0,1439881.255,1.22301E+11,0
157,0,1700441.959,1.80312E+11,0
158,0,2890970.309,10258388447,322.9408205
159,0,1741672.329,1.89492E+11,0
160,0,1721751.458,1.21784E+11,235.9241755
161,0,1034677.797,4945482170,908.6184148
162,0,4136236.062,97667905114,2043.476183
163,0,1776782.831,1.92695E+11,3.56382618
164,0,1651742.154,1.67571E+11,8.331299665
165,0,1486482.832,1.32677E+11,0
166,0,1572039.882,1.51725E+11,0
167,0,1531118.199,1.42614E+11,0
168,0,1700441.959,1.80312E+11,0
169,0,1993355.389,28204515323,844.1487239
170,0,615047.233,2534020450,219.5370676
171,0,1673918.497,1.74407E+11,0
172,0,1428416.704,30021931597,830.949153
173,0,1646732.035,1.60004E+11,34.42474864
174,0,1107577.005,48317351914,0
175,0,1756077.902,1.92699E+11,0
176,0,1756077.902,1.92699E+11,0
177,0,1166855.981,61515162714,0
178,0,5115928.094,10116317613,3995.024953
179,0,1530636.927,1.42507E+11,0
180,0,1741484.487,1.8945E+11,0
181,0,1766547.624,1.9503E+11,0
182,0,1572039.881,1.51725E+11,0
183,0,1690379.283,1.80139E+11,0
184,0,1700441.959,1.80312E+11,0
185,0,1439881.255,1.22301E+11,0
186,0,3941668.347,13956448068,1597.917971
187,0,1201370.893,9509118125,323.6155502
188,0,1439332.239,1.22179E+11,0
189,0,1609584.555,1.60084E+11,0
190,0,1317280.671,74431517873,80.70579251
191,0,1571595.797,1.51626E+11,0
192,0,1643591.453,1.67655E+11,0
193,0,8324718.918,70469565623,6202.374976
194,0,1530636.927,1.42507E+11,0
195,0,2717683.815,1.82208E+11,986.4850923
196,0,1572039.882,1.51725E+11,0
197,0,1774975.243,1.96906E+11,0
198,0,2267749.747,1.78431E+11,605.7714344
199,0,1887118.503,35127213381,1411.751966
200,0,1337535.702,99515122080,0
201,0,1571595.797,1.51626E+11,0
202,0,1389981.67,1.11192E+11,0
203,0,2070505.198,1.20088E+11,489.6247366
204,0,881934.0195,500562309.5,195.6792761
205,0,2808818.148,49097692720,1113.271275
206,0,2100362.535,34967035245,1721.181103
207,0,1683748.96,1.52174E+11,321.5713015
208,0,1700441.959,1.80312E+11,0
209,0,2441423.905,21689922722,1496.863493
210,0,1673918.497,1.74407E+11,0
211,0,1282165.072,87187461342,0
212,0,1337535.702,99515122058,0
213,0,983885.7452,20778855811,0
214,0,1643591.454,1.67655E+11,0
215,0,985650.6609,7077158377,222.9573668
216,0,1486482.832,1.32677E+11,0
217,0,1670714.162,1.37692E+11,639.4991804
218,0,1779550.198,1.92688E+11,32.02138739
219,0,1643227.307,1.67574E+11,0
220,0,1572039.882,1.51725E+11,0
221,0,1282796.024,87327935917,0
222,0,1609584.555,1.60084E+11,0
223,0,1226031.587,74689959500,0
224,0,1389981.67,1.11192E+11,0
225,0,1772854.531,1.96434E+11,0
226,0,1282796.024,87327935897,0
227,0,1741672.329,1.89492E+11,0
228,0,1282796.024,87327935917,0
229,0,1766547.624,1.9503E+11,0
230,0,1673596.678,1.74335E+11,0
231,0,1774975.243,1.96906E+11,0
232,0,1418922.536,54048593047,337.1451939
233,0,1741672.329,1.89492E+11,0
234,0,1609584.555,1.60084E+11,0
235,0,1864579.922,1.95009E+11,98.23786456
236,0,1817197.667,1.95035E+11,17.50168234
237,0,1389981.67,1.11192E+11,0
238,0,3674991.85,37709241696,2868.774636
239,0,1329941.942,4787160194,569.5078852
240,0,1774975.242,1.96906E+11,0
241,0,1401415.051,19245344509,186.9412893
242,0,1643591.454,1.67655E+11,0
243,0,3012390.645,1.7776E+11,1299.827869
244,0,1636336.844,31709022185,204.0453379
245,0,1741672.329,1.89492E+11,0
246,0,1225379.341,74544744026,0
247,0,1773428.725,1.95029E+11,0
248,0,1572039.882,1.51725E+11,0
249,0,1766642.25,1.95051E+11,0
250,0,1337535.702,99515122080,0
251,0,2022793.007,1.04452E+11,708.532099
252,0,1774975.243,1.96906E+11,0
253,0,1700163.766,1.8025E+11,0
254,0,1643591.453,1.67655E+11,0
255,0,1766547.624,1.9503E+11,0
256,0,1282796.024,87327935917,0
257,0,1389981.67,1.11192E+11,0
258,0,1793043.631,1.94986E+11,26.5048741
259,0,966809.6262,16778870224,142.9429985
260,0,1999245.732,44030764314,351.5259872
261,0,2821686.536,13751080701,649.5741246
262,0,1722822.56,1.85295E+11,0
263,0,1700441.959,1.80312E+11,0
264,0,404453.6056,2955254626,209.7601926
265,0,1446288.928,70196924520,388.642811
266,0,1414491.026,6327205285,385.9463673
267,0,3972774.299,1.68803E+11,2156.271947
268,0,1722822.561,1.85295E+11,0
269,0,1723056.03,1.85347E+11,0
270,0,1643591.454,1.67655E+11,0
271,0,1337535.702,99515122080,0
272,0,983885.7452,20778855811,0
273,0,1388752.336,61276005241,132.8975153
274,0,1531118.199,1.42614E+11,0
275,0,1166855.981,61515162728,0
276,0,1531118.199,1.42614E+11,0
277,0,1772901.931,1.96445E+11,0
278,0,1226031.587,74689959500,0
279,0,1439881.255,1.22301E+11,0
280,0,1756219.401,1.9273E+11,0
281,0,1700441.959,1.80312E+11,0
282,0,1700441.959,1.80312E+11,0
283,0,1240402.067,10709082290,254.5615264
284,0,1530636.927,1.42507E+11,0
285,0,1673596.678,1.74335E+11,0
286,0,2060948.809,1.96367E+11,288.4113536
287,0,3867955.662,1.54833E+11,2097.845596
288,0,2058259.536,1.84774E+11,316.1106157
289,0,3520811.893,1.03635E+11,2305.880436
290,0,1486999.152,1.32792E+11,0
291,0,1700441.959,1.80312E+11,0
292,0,1741401.715,1.54987E+11,364.2898184
293,0,1282796.024,87327935897,0
294,0,1364042.632,54322095579,287.7238307
295,0,1772901.931,1.96445E+11,0
296,0,1750863.958,4999732344,1590.130023
297,0,1774975.242,1.96906E+11,0
298,0,1572039.881,1.51725E+11,0
299,0,1046492.173,34717487174,0
300,0,1643591.454,1.67655E+11,0
301,0,1336924.071,99379515821,0
302,0,1700441.959,1.80312E+11,0
303,0,1910343.914,1.85296E+11,184.7972075
304,0,1530636.927,1.42507E+11,0
305,0,1917569.955,1.24572E+11,701.1625366
306,0,1389981.67,1.11192E+11,0
307,0,1734562.094,1.85291E+11,11.61301173
308,0,1282796.024,87327935917,0
309,0,1337535.702,99515122080,0
310,0,1486999.152,1.32792E+11,0
311,0,1772849.428,1.96433E+11,0
312,0,1572039.882,1.51725E+11,0
313,0,51948.28278,56534452.47,48.88524542
314,0,1774975.243,1.96906E+11,0
315,0,1856466.916,22347029291,1170.116106
316,0,1741484.487,1.8945E+11,0
317,0,1282796.024,87327935917,0
318,0,2081291.239,1.66948E+11,769.1119619
319,0,1055890.211,27833740875,278.9168845
320,0,1673596.678,1.74335E+11,0
321,0,1735782.421,1.8534E+11,12.79434536
322,0,1609584.555,1.60084E+11,0
323,0,1226031.587,74689959517,0
324,0,1673918.497,1.74407E+11,0
325,0,1722822.561,1.85295E+11,0
326,0,1571595.797,1.51626E+11,0
327,0,1571595.797,1.51626E+11,0
328,0,1835842.579,1.94937E+11,69.57972927
329,0,1279122.4,6981806472,392.2471979
330,0,1337535.702,99515122080,0
331,0,1106892.171,48164881225,0
332,0,1226031.587,74689959500,0
333,0,1206678.537,61127598936,94.49224723
334,0,1571595.797,1.51626E+11,0
335,0,1673918.497,1.74407E+11,0
336,0,1737422.474,1.89141E+11,175.6190207
337,0,1056839.145,28961213883,632.0347569
338,0,2114573.923,29389075136,764.7942194
339,0,1753968.225,1.89447E+11,12.16365312
340,0,188674.4532,111313622.3,44.0103496
341,0,2062798.021,50911129858,962.6960882
342,0,1439881.255,1.22301E+11,0
343,0,983885.7452,20778855811,0
344,0,1792171.663,1.92689E+11,35.06394
345,0,1774975.243,1.96906E+11,0
346,0,1282796.024,87327935917,0
347,0,1643591.454,1.67655E+11,0
348,0,1003961.377,10147420496,543.7840468
349,0,1643591.454,1.67655E+11,0
350,0,1741672.329,1.89492E+11,0
351,0,3622334.404,1.14247E+11,1990.49547
352,0,2364567.579,1.05517E+11,1746.577137
353,0,1700163.766,1.8025E+11,0
354,0,1389402.517,1.11063E+11,0
355,0,3740723.243,31766289866,1909.326931
356,0,1337535.702,99515122080,0
357,0,1530636.927,1.42507E+11,0
358,0,1707402.761,1.66116E+11,387.2019562
359,0,1282796.024,87327935917,0
360,0,1766547.624,1.9503E+11,0
361,0,1495838.051,28995564469,364.6593338
362,0,1409998.123,34369162253,61.52994456
363,0,3719676.101,1.17025E+11,2151.49605
364,0,1269139.971,53710606376,312.3855638
365,0,1643591.453,1.67655E+11,0
366,0,1741672.329,1.89492E+11,0
367,0,1688384.627,1.79379E+11,205.5842331
368,0,1741672.329,1.89492E+11,0
369,0,3035311.979,1.89396E+11,1165.428754
370,0,1723056.03,1.85347E+11,0
371,0,1757730.219,1.89488E+11,15.90838533
372,0,1643591.454,1.67655E+11,0
373,0,1572039.882,1.51725E+11,0
374,0,1486999.152,1.32792E+11,0
375,0,1282796.024,87327935917,0
376,0,3203501.78,94441385413,1514.704563
377,0,1700163.766,1.8025E+11,0
378,0,1531118.199,1.42614E+11,0
379,0,1774975.243,1.96906E+11,0
380,0,1609179.583,1.59994E+11,0
381,0,1337535.702,99515122080,0
382,0,1673596.678,1.74335E+11,0
383,0,133308.7567,274742467.4,37.29407628
384,0,1793539.756,1.95025E+11,8.342253523
385,0,1531118.199,1.42614E+11,0
386,0,1337535.702,99515122080,0
387,0,1722822.561,1.85295E+11,0
388,0,2562464.385,1.66014E+11,1385.891801
389,0,397035.8207,6405759895,167.1695791
390,0,1389981.67,1.11192E+11,0
391,0,1609179.583,1.59994E+11,0
392,0,1439881.255,1.22301E+11,0
393,0,1673596.678,1.74335E+11,0
394,0,1167526.234,61664387307,0
395,0,2161772.778,1.05638E+11,1283.864022
396,0,4077888.334,40356651833,1792.840396
397,0,1226031.587,74689959517,0
398,0,1465479.798,1.06848E+11,584.7599876
399,0,1776470.572,1.92696E+11,0
400,0,1572039.882,1.51725E+11,0
401,0,923001.7273,585568061,158.8376329
402,0,1106887.069,48164605267,0
403,0,1774975.243,1.96906E+11,0
404,0,1766642.25,1.95051E+11,0
405,0,2963054.728,26612602585,429.4961237
406,0,1045796.3,34562558629,0
407,0,1643591.454,1.67655E+11,0
408,0,1753433.341,1.9272E+11,2.630645042
409,0,1389402.517,1.11063E+11,0
410,0,1572039.881,1.51725E+11,0
411,0,3052834.321,31646895749,423.2187877
412,0,1783867.189,1.95028E+11,7.654694652
413,0,983885.7452,20778855811,0
414,0,1389981.67,1.11192E+11,0
415,0,1572039.882,1.51725E+11,0
416,0,2862857.609,36222435861,751.9491383
417,0,1578040.576,56141128457,1091.80807
418,0,1582398.367,10357369179,1286.38328
419,0,1673918.497,1.74407E+11,0
420,0,1766547.624,1.9503E+11,0
421,0,1772854.531,1.96434E+11,0
422,0,1337535.702,99515122080,0
423,0,1700441.959,1.80312E+11,0
424,0,1336929.174,99380085215,0
425,0,1337535.702,99515122080,0
426,0,1772854.531,1.96434E+11,0
427,0,1337535.702,99515122080,0
428,0,1243079.187,47939641108,63.68804391
429,0,1261589.238,48186385405,64.88405816
430,0,1673918.497,1.74407E+11,0
431,0,983885.745,20778855806,0
432,0,1486999.152,1.32792E+11,0
433,0,1119046.445,7436064056,807.0107792
434,0,1673918.497,1.74407E+11,0
435,0,1530636.927,1.42507E+11,0
436,0,1741484.487,1.8945E+11,0
437,0,1282165.072,87187461362,0
438,0,1766547.624,1.9503E+11,0
439,0,1166855.981,61515162728,0
440,0,1389981.67,1.11192E+11,0
441,0,1389981.67,1.11192E+11,0
442,0,1774975.242,1.96906E+11,0
443,0,1572039.882,1.51725E+11,0
444,0,2330075.313,9417409092,603.0831202
445,0,1513087.807,1.09044E+11,238.9696001
446,0,1782790.887,25318451015,1082.731152
447,0,1337535.702,99515122080,0
448,0,1389981.67,1.11192E+11,0
449,0,926434.7203,5858757537,562.5285503
450,0,1643591.454,1.67655E+11,0
451,0,2624547.894,81089068304,1181.670756
452,0,1741484.487,1.8945E+11,0
453,0,1045796.3,34562558637,0
454,0,1810911.51,1.83387E+11,351.5394685
455,0,1033139.953,30387141543,201.0801992
456,0,1609584.555,1.60084E+11,0
457,0,1767150.953,1.92302E+11,70.78434892
458,0,1439881.255,1.22301E+11,0
459,0,1439332.239,1.22179E+11,0
460,0,1572039.881,1.51725E+11,0
461,0,1461759.153,77938943757,357.291169
462,0,1045796.3,34562558629,0
463,0,1439881.255,1.22301E+11,0
464,0,2293001.825,1.18711E+11,1407.644783
465,0,1226031.587,74689959517,0
466,0,1756219.402,1.9273E+11,0
467,0,1536957.828,34143832400,193.8081036
468,0,1282796.024,87327935917,0
469,0,1609584.555,1.60084E+11,0
470,0,1673918.497,1.74407E+11,0
471,0,2806325.579,39290433785,781.2653037
472,0,2002017.063,13423422772,577.0349021
473,0,1691032.871,1.67366E+11,54.3002363
474,0,1439881.255,1.22301E+11,0
475,0,1706420.775,1.8031E+11,5.849580573
476,0,1774975.242,1.96906E+11,0
477,0,1772901.931,1.96445E+11,0
478,0,1673918.497,1.74407E+11,0
479,0,983885.745,20778855806,0
480,0,1336929.174,99380085215,0
481,0,1609179.583,1.59994E+11,0
482,0,1337535.702,99515122058,0
483,0,1421406.261,33574401995,106.4778566
484,0,1337535.702,99515122080,0
485,0,1700163.766,1.8025E+11,0
486,0,1439881.255,1.22301E+11,0
487,0,1486482.832,1.32677E+11,0
488,0,1609179.583,1.59994E+11,0
489,0,1756219.401,1.9273E+11,0
490,0,1772901.931,1.96445E+11,0
491,0,1389981.67,1.11192E+11,0
492,0,1572039.882,1.51725E+11,0
493,0,1741672.329,1.89492E+11,0
494,0,1774975.243,1.96906E+11,0
495,0,840656.5884,24874902241,418.7331021
496,0,983885.7452,20778855811,0
497,0,1045796.3,34562558637,0
498,0,178904.9002,291176586.9,36.92909975
499,0,2037522.609,1.02408E+11,989.3777294
500,0,1439332.239,1.22179E+11,0
501,0,1673918.497,1.74407E+11,0
502,0,1132623.502,30881542876,749.7556979
503,0,474312.7775,9020591732,339.6916578
504,0,1046492.173,34717487182,0
505,0,1779643.176,1.96443E+11,6.741620213
506,0,1673596.678,1.74335E+11,0
507,0,1531118.199,1.42614E+11,0
508,0,1389981.67,1.11192E+11,0
509,0,1679202.06,1.74406E+11,5.076885847
510,0,1404315.494,1.11042E+11,32.25031238
511,0,1722822.56,1.85295E+11,0
512,0,1643227.307,1.67574E+11,0
513,0,1439881.255,1.22301E+11,0
514,0,1774975.243,1.96906E+11,0
515,0,1766642.25,1.95051E+11,0
516,0,1345562.5,47911419695,118.8621513
517,0,2140811.87,1.35534E+11,942.276704
518,0,2223106.253,66050270620,1069.749584
519,0,3014054.699,1.26682E+11,1460.31308
520,0,1924403.688,1.82765E+11,199.2863124
521,0,1685101.014,1.14191E+11,613.7745206
522,0,1772901.931,1.96445E+11,0
523,0,2661387.837,8184883912,987.5468832
524,0,1756219.402,1.9273E+11,0
525,0,1271504.959,74309333109,37.91374994
526,0,1741672.329,1.89492E+11,0
527,0,1531118.199,1.42614E+11,0
528,0,601015.0391,2412905498,383.1362386
529,0,1572039.881,1.51725E+11,0
530,0,1486482.832,1.32677E+11,0
531,0,1700441.959,1.80312E+11,0
532,0,1226031.587,74689959517,0
533,0,1756219.401,1.9273E+11,0
534,0,1741484.487,1.8945E+11,0
535,0,1045796.3,34562558637,0
536,0,1571595.797,1.51626E+11,0
537,0,1706761.493,1.90138E+11,183.6134851
538,0,991742.7676,20030044453,69.55038304
539,0,1572039.882,1.51725E+11,0
540,0,1609179.583,1.59994E+11,0
541,0,1722822.561,1.85295E+11,0
542,0,1643227.307,1.67574E+11,0
543,0,1700158.663,1.80249E+11,0
544,0,442144.9614,2271677210,183.5504815
545,0,1439881.255,1.22301E+11,0
546,0,1741484.487,1.8945E+11,0
547,0,43432.75661,34219141.12,12.7946305
548,0,1389981.67,1.11192E+11,0
549,0,2182971.063,1.87971E+11,440.1190106
550,0,2100014.137,15583707115,951.2286037
551,0,1560178.308,1.2145E+11,511.1299217
552,0,1723056.03,1.85347E+11,0
553,0,983885.7452,20778855811,0
554,0,1572039.882,1.51725E+11,0
555,0,2657792.731,22027679305,676.3494177
556,0,1700441.959,1.80312E+11,0
557,0,1337535.702,99515122058,0
558,0,1609584.555,1.60084E+11,0
559,0,3462999.731,78154601626,1528.664908
560,0,203811.5637,383450667.1,78.39764155
561,0,1723056.03,1.85347E+11,0
562,0,1700441.959,1.80312E+11,0
563,0,1756077.902,1.92699E+11,0
564,0,1673918.497,1.74407E+11,0
565,0,1571595.797,1.51626E+11,0
566,0,1927625.478,1.94569E+11,162.4074507
567,0,1225379.341,74544744042,0
568,0,1530636.927,1.42507E+11,0
569,0,1741484.487,1.8945E+11,0
570,0,1723056.03,1.85347E+11,0
571,0,1439881.255,1.22301E+11,0
572,0,1664937.754,1.08317E+11,1055.788226
573,0,1673596.678,1.74335E+11,0
574,0,1282796.024,87327935917,0
575,0,1572039.881,1.51725E+11,0
576,0,2116905.396,24898313307,1105.721962
577,0,1125981.678,46593019360,223.1775368
578,0,1486999.152,1.32792E+11,0
579,0,1572039.882,1.51725E+11,0
580,0,1607053.444,34280280752,135.4022836
581,0,2064122.313,28777064831,487.2061075
582,0,1531118.199,1.42614E+11,0
583,0,1756077.902,1.92699E+11,0
584,0,1643591.454,1.67655E+11,0
585,0,1637112.329,1.48918E+11,490.0727726
586,0,1756077.902,1.92699E+11,0
587,0,1531118.199,1.42614E+11,0
588,0,1789876.401,1.96418E+11,17.00866538
589,0,3818950.262,22823369410,2016.314257
590,0,1766642.25,1.95051E+11,0
591,0,964300.8789,5849085151,394.4864686
592,0,3681873.086,40706143339,1258.408466
593,0,1772854.531,1.96434E+11,0
594,0,911521.5323,11284576258,293.4159687
595,0,1389981.67,1.11192E+11,0
596,0,1486999.152,1.32792E+11,0
597,0,1643227.307,1.67574E+11,0
598,0,1673596.678,1.74335E+11,0
599,0,1805478.597,1.92682E+11,25.40737445
600,0,3340470.027,32104317806,1471.295988
601,0,1903342.521,1.88515E+11,401.9974932
602,0,1700163.766,1.8025E+11,0
603,0,1486999.152,1.32792E+11,0
604,0,1609584.555,1.60084E+11,0
605,0,1643227.306,1.67574E+11,0
606,0,1609584.555,1.60084E+11,0
607,0,1107577.005,48317351925,0
608,0,1389981.67,1.11192E+11,0
609,0,1829559.423,1.26131E+11,932.273868
610,0,3094215.26,33183404740,2269.237111
611,0,1722822.561,1.85295E+11,0
612,0,983885.7452,20778855811,0
613,0,1723056.03,1.85347E+11,0
614,0,2471295.762,1.59613E+11,860.4118735
615,0,983885.7452,20778855811,0
616,0,1609584.555,1.60084E+11,0
617,0,3634984.082,14096963516,557.6997163
618,0,1107577.005,48317351925,0
619,0,1226031.587,74689959517,0
620,0,1741484.487,1.8945E+11,0
621,0,1799013.807,1.96421E+11,26.08747165
622,0,1342987.455,82004828382,601.3800036
623,0,10688735,65309161206,8521.972243
624,0,1772901.931,1.96445E+11,0
625,0,1772901.931,1.96445E+11,0
626,0,3001669.483,63338009421,1237.463663
627,0,654809.1911,3735580958,471.2249232
628,0,1712225.326,1.80246E+11,11.98896751
629,0,1621663.121,62420587152,448.4697736
630,0,1531118.199,1.42614E+11,0
631,0,1643227.306,1.67574E+11,0
632,0,1409154.397,62627757398,457.8010248
633,0,1722822.561,1.85295E+11,0
634,0,1223102.691,57720865640,421.4410595
635,0,1766642.25,1.95051E+11,0
636,0,1045796.3,34562558629,0
637,0,1632149.965,1.57413E+11,299.5585964
638,0,1772854.53,1.96434E+11,0
639,0,2481217.795,59702532754,784.4863394
640,0,1282165.072,87187461362,0
641,0,1766547.624,1.9503E+11,0
642,0,1758051.529,1.89061E+11,70.68380674
643,0,1643591.453,1.67655E+11,0
644,0,1555727.243,2197050447,769.4721974
645,0,935309.1395,9153569654,585.3227932
646,0,1226031.587,74689959517,0
647,0,1141169.592,34484262840,21.1099636
648,0,2790518.493,42291981627,1677.948428
649,0,1226031.587,74689959517,0
650,0,1439881.255,1.22301E+11,0
651,0,1700163.766,1.8025E+11,0
652,0,983885.7452,20778855811,0
653,0,1774975.243,1.96906E+11,0
654,0,1045796.3,34562558637,0
655,0,1107577.005,48317351925,0
656,0,1571595.797,1.51626E+11,0
657,0,1106892.171,48164881225,0
658,0,1159874.464,61262333128,411.3255204
659,0,1643227.307,1.67574E+11,0
660,0,1531118.199,1.42614E+11,0
661,0,2045780.066,1.02238E+11,1021.642536
662,0,1774975.243,1.96906E+11,0
663,0,1643591.453,1.67655E+11,0
664,0,1045796.3,34562558629,0
665,0,505915.2847,2577705359,327.5486868
666,0,1166855.981,61515162728,0
667,0,1486999.152,1.32792E+11,0
668,0,1766547.624,1.9503E+11,0
669,0,1006930.755,6518139112,451.3908778
670,0,1049264.681,33618671235,156.2630058
671,0,1226026.485,74689531584,0
672,0,791787.1885,607020402.5,98.72345329
673,0,1643227.306,1.67574E+11,0
674,0,983885.745,20778855806,0
675,0,1700441.959,1.80312E+11,0
676,0,1389981.67,1.11192E+11,0
677,0,1389981.67,1.11192E+11,0
678,0,1337535.702,99515122080,0
679,0,1719305.146,1.80298E+11,17.76006054
680,0,814114.3495,1054953847,699.4638704
681,0,1333439.478,20484966230,406.83269
682,0,1282790.922,87327435575,0
683,0,1226031.587,74689959517,0
684,0,1560187.68,42771184144,1157.47442
685,0,1531118.199,1.42614E+11,0
686,0,1382201.761,87112946984,54.32110774
